ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
373-66-2622|503897021351|Jack|Herring|M|275 Wallace Club|Homewood|CA|96141|39.0786|-120.1734|744|Teacher, secondary school|1975-04-03|580411980930|adults_50up_male_rural.json|6a616337981378f90c51b6c0dd418bbd|2024-01-09|03:41:12|1704739272|grocery_pos|21.84|1|fraud_Schultz, Simonis and Little|39.915656|-120.974706
373-66-2622|503897021351|Jack|Herring|M|275 Wallace Club|Homewood|CA|96141|39.0786|-120.1734|744|Teacher, secondary school|1975-04-03|580411980930|adults_50up_male_rural.json|4ad1a79fbbf56ec70167cffe8246cac8|2024-01-09|03:42:01|1704739321|grocery_pos|292.30|1|fraud_Miller-Hauck|38.567428|-120.853678
373-66-2622|503897021351|Jack|Herring|M|275 Wallace Club|Homewood|CA|96141|39.0786|-120.1734|744|Teacher, secondary school|1975-04-03|580411980930|adults_50up_male_rural.json|0ae39d7419af01d1b49735a13e64f87d|2024-01-09|02:09:29|1704733769|gas_transport|328.46|1|fraud_Koss and Sons|39.818053|-120.350652
373-66-2622|503897021351|Jack|Herring|M|275 Wallace Club|Homewood|CA|96141|39.0786|-120.1734|744|Teacher, secondary school|1975-04-03|580411980930|adults_50up_male_rural.json|237ee37682e245eac18dbe5bc39a8073|2024-01-10|23:29:23|1704896963|misc_net|739.19|1|fraud_Dooley-Thompson|39.005506|-119.614676
373-66-2622|503897021351|Jack|Herring|M|275 Wallace Club|Homewood|CA|96141|39.0786|-120.1734|744|Teacher, secondary school|1975-04-03|580411980930|adults_50up_male_rural.json|d8fbff9bc8e4e9843e159f62e81573eb|2024-01-10|19:23:17|1704882197|shopping_pos|49.44|1|fraud_Mayert Group|39.758995|-119.978629
373-66-2622|503897021351|Jack|Herring|M|275 Wallace Club|Homewood|CA|96141|39.0786|-120.1734|744|Teacher, secondary school|1975-04-03|580411980930|adults_50up_male_rural.json|a8f783b10492ad53419e8810c7cdc3b9|2024-01-10|23:34:19|1704897259|personal_care|833.74|1|fraud_Kub PLC|38.512582|-120.002192
373-66-2622|503897021351|Jack|Herring|M|275 Wallace Club|Homewood|CA|96141|39.0786|-120.1734|744|Teacher, secondary school|1975-04-03|580411980930|adults_50up_male_rural.json|c9e708967488b72be9eb78b7a4d12d75|2024-01-10|23:54:09|1704898449|shopping_pos|867.31|1|fraud_Jast-McDermott|39.089262|-120.918002
373-66-2622|503897021351|Jack|Herring|M|275 Wallace Club|Homewood|CA|96141|39.0786|-120.1734|744|Teacher, secondary school|1975-04-03|580411980930|adults_50up_male_rural.json|38d23a076f87bac89e434646157ff3b3|2024-01-10|21:19:21|1704889161|shopping_net|712.28|1|fraud_Kozey-Boehm|38.092002|-119.776014
373-66-2622|503897021351|Jack|Herring|M|275 Wallace Club|Homewood|CA|96141|39.0786|-120.1734|744|Teacher, secondary school|1975-04-03|580411980930|adults_50up_male_rural.json|127d015ead16106c75265aa5144c0a99|2024-01-10|23:03:15|1704895395|misc_pos|48.44|1|fraud_Cremin, Hamill and Reichel|39.419954|-119.932138
373-66-2622|503897021351|Jack|Herring|M|275 Wallace Club|Homewood|CA|96141|39.0786|-120.1734|744|Teacher, secondary school|1975-04-03|580411980930|adults_50up_male_rural.json|d05897b9427c2899dbbefaf0a0056104|2024-07-17|01:54:12|1721148852|shopping_pos|56.54|0|fraud_Pfeffer and Sons|39.116620|-119.876716
