ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
040-71-3869|4954495060958062747|Gina|Reynolds|F|985 Tony Divide|Almond|NY|14804|42.316|-77.778|1479|Translator|1986-08-09|304868813221|adults_2550_female_rural.json|a92db34a6c946c9c2032e87072cc49ca|2024-05-20|03:35:08|1716143708|misc_pos|357.31|1|fraud_Terry, Johns and Bins|42.365102|-78.391658
040-71-3869|4954495060958062747|Gina|Reynolds|F|985 Tony Divide|Almond|NY|14804|42.316|-77.778|1479|Translator|1986-08-09|304868813221|adults_2550_female_rural.json|60e439a0147f641547cece5fbed962c0|2024-05-20|00:23:54|1716132234|grocery_pos|326.94|1|fraud_Barton Inc|41.611775|-77.466262
040-71-3869|4954495060958062747|Gina|Reynolds|F|985 Tony Divide|Almond|NY|14804|42.316|-77.778|1479|Translator|1986-08-09|304868813221|adults_2550_female_rural.json|c557e9213e3670a331744096d840255e|2024-05-20|01:39:19|1716136759|grocery_pos|370.60|1|fraud_Heller, Gutmann and Zieme|42.486124|-77.742011
040-71-3869|4954495060958062747|Gina|Reynolds|F|985 Tony Divide|Almond|NY|14804|42.316|-77.778|1479|Translator|1986-08-09|304868813221|adults_2550_female_rural.json|581a9edda7fba5e0f48d34ca6907f1b2|2024-05-20|02:13:12|1716138792|shopping_pos|910.90|1|fraud_Watsica, Haag and Considine|42.468575|-78.639136
040-71-3869|4954495060958062747|Gina|Reynolds|F|985 Tony Divide|Almond|NY|14804|42.316|-77.778|1479|Translator|1986-08-09|304868813221|adults_2550_female_rural.json|bfb30c5154a6f5d359d486d6adc6cd3f|2024-05-20|03:24:43|1716143083|grocery_pos|652.11|1|fraud_Kutch and Sons|41.369835|-77.487007
040-71-3869|4954495060958062747|Gina|Reynolds|F|985 Tony Divide|Almond|NY|14804|42.316|-77.778|1479|Translator|1986-08-09|304868813221|adults_2550_female_rural.json|2aa07617014d6b4abac3b32b4f96f19c|2024-05-21|18:25:58|1716283558|home|764.39|1|fraud_Gaylord-Powlowski|41.976191|-76.907542
040-71-3869|4954495060958062747|Gina|Reynolds|F|985 Tony Divide|Almond|NY|14804|42.316|-77.778|1479|Translator|1986-08-09|304868813221|adults_2550_female_rural.json|ac832ed3fc8edfc0f981388abe8a1527|2024-05-21|22:54:39|1716299679|personal_care|232.84|1|fraud_Kirlin and Sons|41.802079|-78.313931
040-71-3869|4954495060958062747|Gina|Reynolds|F|985 Tony Divide|Almond|NY|14804|42.316|-77.778|1479|Translator|1986-08-09|304868813221|adults_2550_female_rural.json|9bb933f274af881885b1e3de66c91289|2024-05-21|17:47:51|1716281271|kids_pets|19.47|1|fraud_Rau-Robel|43.044204|-78.215161
040-71-3869|4954495060958062747|Gina|Reynolds|F|985 Tony Divide|Almond|NY|14804|42.316|-77.778|1479|Translator|1986-08-09|304868813221|adults_2550_female_rural.json|f9e68617fc70bdca6676535eb632bf60|2024-05-21|21:07:01|1716293221|shopping_pos|19.55|1|fraud_Willms, Kris and Bergnaum|43.211980|-77.220172
040-71-3869|4954495060958062747|Gina|Reynolds|F|985 Tony Divide|Almond|NY|14804|42.316|-77.778|1479|Translator|1986-08-09|304868813221|adults_2550_female_rural.json|c8b2147a71d2a524aed61b15443b748a|2024-05-21|23:44:19|1716302659|kids_pets|17.31|1|fraud_Breitenberg-Hermiston|42.323144|-78.146431
040-71-3869|4954495060958062747|Gina|Reynolds|F|985 Tony Divide|Almond|NY|14804|42.316|-77.778|1479|Translator|1986-08-09|304868813221|adults_2550_female_rural.json|d95bce4598a41381fd590bbf5b3d596c|2024-03-04|11:08:47|1709518127|gas_transport|69.25|0|fraud_Parisian and Sons|42.007291|-76.819940
040-71-3869|4954495060958062747|Gina|Reynolds|F|985 Tony Divide|Almond|NY|14804|42.316|-77.778|1479|Translator|1986-08-09|304868813221|adults_2550_female_rural.json|6b397f03c082435ef3373404c0250465|2024-04-21|02:19:51|1713633591|grocery_pos|53.04|0|fraud_Mosciski, Gislason and Mertz|42.673659|-77.089446
040-71-3869|4954495060958062747|Gina|Reynolds|F|985 Tony Divide|Almond|NY|14804|42.316|-77.778|1479|Translator|1986-08-09|304868813221|adults_2550_female_rural.json|7d59a0513ac9ffaba5627565a6d47903|2024-01-22|10:05:56|1705885556|gas_transport|51.40|0|fraud_Bartoletti-Wunsch|42.471457|-78.404241
040-71-3869|4954495060958062747|Gina|Reynolds|F|985 Tony Divide|Almond|NY|14804|42.316|-77.778|1479|Translator|1986-08-09|304868813221|adults_2550_female_rural.json|06c9b581e0ea821af4119c895beee6b0|2024-03-14|01:49:57|1710348597|grocery_net|63.62|0|fraud_Stokes, Christiansen and Sipes|41.899342|-77.704604
040-71-3869|4954495060958062747|Gina|Reynolds|F|985 Tony Divide|Almond|NY|14804|42.316|-77.778|1479|Translator|1986-08-09|304868813221|adults_2550_female_rural.json|677a386f73f395096491271697649b8c|2024-01-28|09:31:22|1706401882|gas_transport|39.33|0|fraud_Friesen-Stamm|43.018475|-77.225972
040-71-3869|4954495060958062747|Gina|Reynolds|F|985 Tony Divide|Almond|NY|14804|42.316|-77.778|1479|Translator|1986-08-09|304868813221|adults_2550_female_rural.json|256cea7075216ea2362a2d66af1516e8|2024-03-05|03:59:27|1709578767|gas_transport|60.67|0|fraud_Greenholt, Jacobi and Gleason|42.098412|-77.175545
