ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
652-99-9575|2654683751537778|Austin|Schmidt|M|4074 Shelton Well|Mentor|MN|56736|47.6576|-96.1778|903|Osteopath|2001-03-28|166387407014|young_adults_male_rural.json|be18b30ab770dfedb4aa9353384093ce|2024-09-13|03:05:33|1726164333|grocery_pos|9.53|1|fraud_Goodwin-Nitzsche|48.185529|-96.861184
652-99-9575|2654683751537778|Austin|Schmidt|M|4074 Shelton Well|Mentor|MN|56736|47.6576|-96.1778|903|Osteopath|2001-03-28|166387407014|young_adults_male_rural.json|4f1f6a4806bd9b19c719a02e6f59d992|2024-09-13|03:46:15|1726166775|grocery_pos|264.78|1|fraud_Vandervort-Funk|47.741266|-96.544612
652-99-9575|2654683751537778|Austin|Schmidt|M|4074 Shelton Well|Mentor|MN|56736|47.6576|-96.1778|903|Osteopath|2001-03-28|166387407014|young_adults_male_rural.json|000e6fe493b0ba04059fb6a5e860375c|2024-09-13|02:11:31|1726161091|grocery_pos|312.12|1|fraud_Schamberger-O'Keefe|48.042384|-96.466200
652-99-9575|2654683751537778|Austin|Schmidt|M|4074 Shelton Well|Mentor|MN|56736|47.6576|-96.1778|903|Osteopath|2001-03-28|166387407014|young_adults_male_rural.json|d4f8b35bbfba1b3304e38c846d1518b7|2024-09-13|02:39:25|1726162765|grocery_net|304.92|1|fraud_Rutherford, Homenick and Bergstrom|47.097315|-96.289859
652-99-9575|2654683751537778|Austin|Schmidt|M|4074 Shelton Well|Mentor|MN|56736|47.6576|-96.1778|903|Osteopath|2001-03-28|166387407014|young_adults_male_rural.json|2b741a5994030b02950fdbb83bb18692|2024-09-14|22:09:03|1726319343|misc_net|726.38|1|fraud_Rippin, Kub and Mann|47.731640|-95.550309
652-99-9575|2654683751537778|Austin|Schmidt|M|4074 Shelton Well|Mentor|MN|56736|47.6576|-96.1778|903|Osteopath|2001-03-28|166387407014|young_adults_male_rural.json|68551c88532cbeb352d6e8847e13ae15|2024-09-14|22:47:40|1726321660|shopping_net|830.62|1|fraud_Gottlieb, Considine and Schultz|47.607164|-95.458909
652-99-9575|2654683751537778|Austin|Schmidt|M|4074 Shelton Well|Mentor|MN|56736|47.6576|-96.1778|903|Osteopath|2001-03-28|166387407014|young_adults_male_rural.json|be1016711d6ee90cfd036f1b8db3b44a|2024-09-14|18:28:49|1726306129|shopping_pos|1244.60|1|fraud_Stoltenberg-Beatty|46.903824|-95.794766
652-99-9575|2654683751537778|Austin|Schmidt|M|4074 Shelton Well|Mentor|MN|56736|47.6576|-96.1778|903|Osteopath|2001-03-28|166387407014|young_adults_male_rural.json|e96986e3a70c2717febac20901e37327|2024-09-14|23:59:15|1726325955|shopping_net|964.85|1|fraud_Romaguera, Cruickshank and Greenholt|46.721650|-95.347574
652-99-9575|2654683751537778|Austin|Schmidt|M|4074 Shelton Well|Mentor|MN|56736|47.6576|-96.1778|903|Osteopath|2001-03-28|166387407014|young_adults_male_rural.json|d9d6e0d8f276c35bca17c1ed7d1ddf10|2024-09-14|21:33:47|1726317227|shopping_pos|1133.87|1|fraud_Pacocha-Bauch|48.411979|-96.101772
652-99-9575|2654683751537778|Austin|Schmidt|M|4074 Shelton Well|Mentor|MN|56736|47.6576|-96.1778|903|Osteopath|2001-03-28|166387407014|young_adults_male_rural.json|81e218467476d2264e78960a5cb27c1f|2024-09-14|23:20:41|1726323641|shopping_net|964.36|1|fraud_Fisher-Schowalter|47.466440|-95.516777
652-99-9575|2654683751537778|Austin|Schmidt|M|4074 Shelton Well|Mentor|MN|56736|47.6576|-96.1778|903|Osteopath|2001-03-28|166387407014|young_adults_male_rural.json|83744fdf5ed678fdefae8b4aa3aed295|2024-09-14|16:26:17|1726298777|shopping_net|1032.35|1|fraud_Zboncak, Rowe and Murazik|48.418251|-96.396185
652-99-9575|2654683751537778|Austin|Schmidt|M|4074 Shelton Well|Mentor|MN|56736|47.6576|-96.1778|903|Osteopath|2001-03-28|166387407014|young_adults_male_rural.json|741ca14901defe1c648a15e1072edb0f|2024-09-14|23:29:01|1726324141|shopping_net|1105.08|1|fraud_Boyer-Reichert|46.871091|-95.980025
652-99-9575|2654683751537778|Austin|Schmidt|M|4074 Shelton Well|Mentor|MN|56736|47.6576|-96.1778|903|Osteopath|2001-03-28|166387407014|young_adults_male_rural.json|1939844dd68ab06b6ecdd188b381d13f|2024-09-14|22:31:27|1726320687|personal_care|984.11|1|fraud_Hills-Boyer|48.411745|-95.619039
652-99-9575|2654683751537778|Austin|Schmidt|M|4074 Shelton Well|Mentor|MN|56736|47.6576|-96.1778|903|Osteopath|2001-03-28|166387407014|young_adults_male_rural.json|e743c083604d956c701435079e0b579a|2024-09-14|22:42:35|1726321355|shopping_net|1260.33|1|fraud_Kihn, Abernathy and Douglas|47.362901|-95.811025
652-99-9575|2654683751537778|Austin|Schmidt|M|4074 Shelton Well|Mentor|MN|56736|47.6576|-96.1778|903|Osteopath|2001-03-28|166387407014|young_adults_male_rural.json|adf3fb48bb708d234e5da4652835e619|2024-09-14|22:02:24|1726318944|shopping_net|1141.78|1|fraud_Kozey-Boehm|46.908546|-96.600180
652-99-9575|2654683751537778|Austin|Schmidt|M|4074 Shelton Well|Mentor|MN|56736|47.6576|-96.1778|903|Osteopath|2001-03-28|166387407014|young_adults_male_rural.json|cf2d0fa1ccaa15137dd51b65a1638012|2024-09-14|23:54:16|1726325656|misc_net|21.89|1|fraud_Stehr, Jewess and Schimmel|47.715656|-95.552442
652-99-9575|2654683751537778|Austin|Schmidt|M|4074 Shelton Well|Mentor|MN|56736|47.6576|-96.1778|903|Osteopath|2001-03-28|166387407014|young_adults_male_rural.json|c5be8a4ab079079241cb749d9ac403c8|2024-03-17|01:46:09|1710607569|grocery_net|54.14|0|fraud_Wiegand-Lowe|47.414772|-96.481800
652-99-9575|2654683751537778|Austin|Schmidt|M|4074 Shelton Well|Mentor|MN|56736|47.6576|-96.1778|903|Osteopath|2001-03-28|166387407014|young_adults_male_rural.json|85b9e652b6929a887cb74749a3418b60|2024-01-28|06:30:18|1706391018|gas_transport|44.03|0|fraud_Bartoletti-Wunsch|48.308510|-96.625951
652-99-9575|2654683751537778|Austin|Schmidt|M|4074 Shelton Well|Mentor|MN|56736|47.6576|-96.1778|903|Osteopath|2001-03-28|166387407014|young_adults_male_rural.json|2c19aa5d54b95416f4cbbde7ec085fac|2024-01-27|00:59:13|1706284753|gas_transport|86.83|0|fraud_Bins-Rice|47.572819|-95.185668
652-99-9575|2654683751537778|Austin|Schmidt|M|4074 Shelton Well|Mentor|MN|56736|47.6576|-96.1778|903|Osteopath|2001-03-28|166387407014|young_adults_male_rural.json|8893e98bb2c59d0d58ff0dd98310cbc6|2024-03-17|07:44:59|1710629099|grocery_net|53.54|0|fraud_Tromp, Kerluke and Glover|48.262033|-95.652520
